Temperature,Humidity,Smoke_ADC,CO_ADC,Flame,LDR_ADC,LDR_Flicker,Motion,Label
73.61,54.02,842.0,1589.0,0,3513.0,63.4,1,1
90.53,30.8,2913.0,2906.0,0,1920.0,49.4,1,1
102.85,20.59,1504.0,1641.0,1,204.0,832.7,1,1
47.87,35.64,1572.0,838.0,0,2949.0,66.8,1,1
37.3,69.93,1286.0,157.0,0,3622.0,19.4,1,0
74.22,32.52,1171.0,1158.0,0,2238.0,14.7,0,1
52.2,22.73,2851.0,2144.0,0,3193.0,45.5,0,1
159.52,32.16,2966.0,3447.0,1,77.0,438.5,1,2
24.97,59.44,153.0,171.0,0,3692.0,7.2,0,0
93.76,20.35,1510.0,1536.0,0,3351.0,49.7,0,1
43.75,81.28,1993.0,404.0,0,2713.0,29.8,1,0
59.94,28.99,2447.0,1591.0,0,2420.0,11.6,0,1
110.54,10.0,2970.0,3612.0,1,277.0,620.2,0,2
85.73,10.59,1520.0,1762.0,0,1601.0,26.7,0,1
115.15,31.84,3145.0,2567.0,1,240.0,491.2,1,2
40.05,82.19,1110.0,28.0,0,1119.0,44.4,1,0
79.92,24.56,1114.0,1241.0,0,2642.0,4.5,1,1
106.72,26.45,4084.0,3848.0,1,361.0,816.7,1,2
75.61,43.94,1904.0,2783.0,1,354.0,874.5,1,1
35.72,76.21,1706.0,28.0,0,1656.0,78.7,1,0
57.89,49.59,1787.0,1288.0,0,1550.0,76.4,0,1
53.03,17.12,3200.0,1722.0,0,2650.0,57.1,0,1
18.4,62.02,214.0,313.0,0,3493.0,51.7,1,0
25.44,42.35,245.0,172.0,0,885.0,23.3,1,0
31.53,89.15,810.0,337.0,0,3265.0,77.8,1,0
86.33,45.02,1691.0,961.0,1,215.0,528.7,0,1
53.28,72.48,1243.0,498.0,0,1396.0,29.2,1,0
87.35,25.55,2411.0,1125.0,0,1534.0,74.5,1,1
180.62,8.22,2816.0,3295.0,1,394.0,345.8,1,2
86.41,27.61,1970.0,1508.0,0,3604.0,6.4,0,1
22.63,56.45,186.0,198.0,0,1639.0,31.8,0,0
98.09,5.73,3218.0,2666.0,1,83.0,801.0,0,2
28.85,52.93,270.0,362.0,0,2941.0,6.1,1,0
46.08,60.75,2055.0,466.0,0,1749.0,25.0,1,0
21.14,43.57,75.0,201.0,0,3390.0,25.0,1,0
54.56,83.89,1866.0,207.0,0,3599.0,29.2,1,0
60.88,57.61,1985.0,126.0,0,1137.0,16.0,1,0
63.94,63.04,1627.0,498.0,0,855.0,0.0,1,0
116.53,26.25,3535.0,3436.0,1,90.0,776.2,0,2
84.86,41.41,2710.0,2237.0,0,1741.0,21.8,0,1
27.11,42.65,287.0,311.0,0,1728.0,46.3,0,0
22.9,35.24,111.0,110.0,0,1527.0,49.2,1,0
46.93,57.8,1522.0,78.0,0,3334.0,72.0,1,0
86.04,20.62,1739.0,1517.0,0,2877.0,2.4,0,1
133.39,9.33,3812.0,3976.0,1,217.0,399.8,0,2
171.22,32.92,3796.0,3771.0,1,236.0,601.6,1,2
110.03,30.14,2914.0,3827.0,1,165.0,251.1,0,2
18.81,61.87,156.0,387.0,0,897.0,39.6,0,0
148.13,34.07,2999.0,3847.0,1,340.0,499.1,0,2
25.44,35.02,149.0,258.0,0,858.0,16.0,0,0
28.85,55.0,16.0,192.0,0,2340.0,29.5,0,0
31.76,70.57,1930.0,389.0,0,2436.0,30.0,1,0
66.76,25.67,2528.0,1603.0,0,1197.0,57.4,0,1
82.14,34.06,3080.0,1837.0,0,1029.0,47.9,1,1
64.23,86.93,1722.0,335.0,0,2907.0,29.6,1,0
28.21,60.61,172.0,87.0,0,1276.0,25.0,1,0
32.82,75.75,1793.0,352.0,0,3371.0,25.3,1,0
79.01,37.59,1009.0,894.0,0,1316.0,35.7,1,1
66.03,28.0,1550.0,1500.0,0,2065.0,17.7,0,1
50.92,29.5,1890.0,1209.0,0,814.0,46.9,1,1
80.83,21.19,1116.0,1544.0,0,912.0,58.8,1,1
135.27,5.96,3627.0,2906.0,1,67.0,794.2,0,2
40.81,29.7,2289.0,1975.0,0,1101.0,62.7,0,1
30.7,79.0,751.0,198.0,0,978.0,48.2,1,0
174.63,21.95,2874.0,3869.0,1,72.0,229.3,1,2
100.06,29.56,2837.0,2788.0,1,273.0,525.3,1,2
18.52,50.31,100.0,215.0,0,1032.0,43.3,1,0
74.62,12.06,2552.0,1616.0,0,3623.0,19.1,1,1
63.74,51.51,2301.0,1742.0,0,2993.0,76.4,0,1
162.11,16.87,3260.0,3276.0,1,193.0,207.7,1,2
42.12,24.68,2022.0,1823.0,0,2360.0,60.4,1,1
149.01,32.4,3673.0,3238.0,1,241.0,889.4,0,2
80.29,13.78,2441.0,1977.0,0,1520.0,65.7,1,1
60.25,44.89,2006.0,978.0,0,3112.0,74.9,0,1
47.23,50.47,1521.0,1133.0,0,2184.0,75.0,0,1
65.81,34.31,1994.0,1149.0,0,1635.0,76.6,0,1
19.03,50.76,76.0,292.0,0,3209.0,59.5,0,0
27.34,58.08,266.0,13.0,0,1098.0,10.6,1,0
108.28,24.16,3207.0,2746.0,0,3645.0,63.5,1,1
28.33,39.22,166.0,1.0,0,1206.0,13.9,0,0
156.61,10.21,3482.0,3855.0,1,301.0,834.9,0,2
49.01,37.72,1832.0,1672.0,0,2566.0,70.5,0,1
22.48,60.15,190.0,20.0,0,2808.0,6.6,1,0
94.75,23.61,3113.0,3745.0,1,251.0,883.6,0,2
42.9,52.92,866.0,909.0,1,266.0,873.3,1,1
154.77,28.96,4050.0,2939.0,1,251.0,712.5,0,2
59.89,61.51,1082.0,451.0,0,1231.0,1.2,1,0
42.7,42.11,1638.0,1044.0,0,3549.0,8.9,0,1
54.64,23.42,3230.0,1850.0,1,349.0,386.7,1,1
94.8,11.92,1889.0,2534.0,0,1464.0,56.8,0,1
32.37,59.07,988.0,301.0,0,2592.0,62.6,1,0
48.35,45.28,1637.0,1239.0,1,296.0,630.8,0,1
98.78,36.97,2879.0,2326.0,1,268.0,311.5,1,1
57.75,89.9,1153.0,161.0,0,3324.0,33.7,1,0
161.78,18.6,3827.0,4090.0,1,186.0,612.5,1,2
49.52,56.75,1193.0,339.0,0,2403.0,13.3,1,0
52.88,11.06,2139.0,1794.0,0,2266.0,8.8,0,1
23.47,62.08,124.0,304.0,0,3635.0,78.2,1,0
195.28,31.35,3812.0,3326.0,1,324.0,679.0,0,2
63.83,23.1,1961.0,985.0,0,1152.0,36.9,0,1
107.96,42.31,1711.0,1721.0,0,1492.0,4.3,1,1
187.75,21.47,3821.0,3688.0,1,379.0,699.7,0,2
90.67,9.32,3764.0,3617.0,1,100.0,505.2,0,2
22.69,64.38,107.0,99.0,0,2596.0,30.5,1,0
104.67,34.41,3662.0,2654.0,1,115.0,474.3,1,2
59.28,26.02,1658.0,2313.0,0,2337.0,79.1,0,1
49.04,76.47,870.0,119.0,0,3130.0,79.5,1,0
51.35,80.32,1141.0,376.0,0,2919.0,71.7,1,0
55.68,30.04,1637.0,1745.0,0,3308.0,61.2,0,1
184.57,19.88,3063.0,3682.0,1,293.0,726.3,1,2
20.18,51.25,75.0,265.0,0,1603.0,47.3,1,0
95.56,40.07,2293.0,2656.0,0,3518.0,39.4,0,1
164.48,26.72,3002.0,3102.0,1,102.0,670.3,0,2
34.94,65.95,2103.0,126.0,0,2730.0,65.1,1,0
76.83,35.58,1543.0,1076.0,0,1614.0,37.0,0,1
113.16,29.34,3690.0,4082.0,1,200.0,441.0,0,2
49.58,74.78,1491.0,414.0,0,1280.0,43.8,1,0
52.25,15.05,2834.0,1850.0,0,1617.0,59.4,0,1
22.9,60.96,58.0,139.0,0,1693.0,16.8,1,0
47.23,39.42,1790.0,1965.0,0,1235.0,33.6,1,1
24.56,59.14,3.0,387.0,0,1034.0,68.9,1,0
95.84,10.09,3301.0,1697.0,1,130.0,685.7,1,1
182.73,16.43,3741.0,3704.0,1,361.0,894.6,0,2
45.68,57.0,924.0,288.0,0,3698.0,56.7,1,0
28.96,55.85,292.0,44.0,0,3778.0,62.6,1,0
76.59,30.64,3484.0,1842.0,0,1695.0,24.0,1,1
178.22,22.98,3820.0,4083.0,1,160.0,326.2,1,2
57.24,89.76,1110.0,96.0,0,2181.0,52.2,1,0
22.46,63.61,253.0,336.0,0,2618.0,19.8,1,0
24.25,44.67,216.0,250.0,0,2210.0,8.2,1,0
89.31,25.13,2407.0,1617.0,0,1136.0,20.5,1,1
56.85,51.05,926.0,1236.0,0,1453.0,14.1,1,1
51.47,42.72,2237.0,2773.0,0,2854.0,31.0,1,1
72.24,24.23,1275.0,1149.0,0,1041.0,13.9,0,1
160.59,6.87,3308.0,3756.0,1,255.0,604.3,1,2
145.84,26.97,3742.0,3436.0,1,198.0,416.3,1,2
99.31,14.44,3180.0,2741.0,0,2269.0,33.2,0,1
40.52,22.02,1243.0,1137.0,0,2151.0,35.4,0,1
71.4,43.73,1881.0,1894.0,0,3295.0,70.4,1,1
154.07,8.54,3696.0,3251.0,1,89.0,313.1,1,2
48.08,28.25,995.0,1247.0,0,1246.0,63.3,0,1
48.69,61.57,2151.0,491.0,0,1410.0,23.7,1,0
110.23,13.79,2986.0,3218.0,1,398.0,882.5,1,2
86.96,19.12,3476.0,2275.0,0,2235.0,9.9,0,1
69.85,44.87,2317.0,2283.0,0,1609.0,71.4,1,1
28.42,45.87,118.0,131.0,0,2745.0,12.0,1,0
64.04,66.82,1081.0,207.0,0,2999.0,79.5,1,0
68.7,20.44,1555.0,1642.0,1,213.0,222.7,1,1
22.35,46.86,204.0,6.0,0,2532.0,31.1,0,0
38.81,83.76,1276.0,320.0,0,1257.0,47.9,1,0
24.66,45.48,200.0,134.0,0,2769.0,24.2,0,0
98.3,15.62,2151.0,2560.0,0,3163.0,65.6,1,1
84.96,32.2,1569.0,2130.0,0,1653.0,3.6,0,1
74.78,36.28,2729.0,1613.0,0,2066.0,6.1,1,1
69.74,47.5,1631.0,1206.0,0,1705.0,68.0,1,1
88.74,49.33,1807.0,1669.0,0,2000.0,59.6,0,1
173.53,5.73,2895.0,3460.0,1,164.0,614.6,1,2
63.57,58.37,1664.0,37.0,0,3716.0,19.2,1,0
22.44,44.81,184.0,223.0,0,3531.0,29.1,1,0
98.9,43.45,3475.0,1840.0,0,3127.0,55.2,1,1
19.02,55.59,97.0,28.0,0,1743.0,35.4,0,0
41.47,43.3,2320.0,1995.0,0,3294.0,57.6,0,1
99.21,7.46,2835.0,2520.0,1,181.0,249.9,1,2
52.11,23.33,1915.0,1010.0,0,1378.0,45.2,0,1
102.97,20.84,4002.0,2942.0,1,267.0,721.7,0,2
100.92,5.45,3894.0,4091.0,1,199.0,823.5,1,2
152.83,20.96,3025.0,3753.0,1,83.0,734.3,0,2
86.36,27.91,1900.0,1813.0,0,1179.0,40.8,1,1
27.62,41.89,124.0,218.0,0,3239.0,77.4,1,0
62.97,79.57,1921.0,481.0,0,1793.0,50.6,1,0
49.35,40.75,1076.0,820.0,1,275.0,706.0,0,1
19.25,62.47,60.0,310.0,0,1015.0,66.1,1,0
86.14,18.1,2734.0,2397.0,0,3466.0,79.4,1,1
151.25,22.03,2832.0,3664.0,1,280.0,479.0,0,2
53.03,26.12,1948.0,1593.0,0,1370.0,22.7,0,1
101.31,5.99,3165.0,3774.0,1,180.0,364.9,1,2
85.3,32.81,2931.0,1653.0,0,1345.0,3.7,1,1
122.87,23.74,3157.0,3242.0,1,80.0,874.0,0,2
86.07,38.66,2886.0,2851.0,0,2348.0,63.7,0,1
27.84,51.51,92.0,265.0,0,2550.0,11.3,1,0
45.33,33.62,1484.0,1953.0,0,3645.0,22.8,0,1
73.04,54.65,1376.0,813.0,0,3462.0,58.9,1,1
99.68,23.8,2414.0,2465.0,0,964.0,24.7,1,1
149.33,11.62,3178.0,2733.0,1,276.0,371.1,0,2
63.53,62.74,1513.0,484.0,0,3294.0,19.9,1,0
26.46,44.78,20.0,365.0,0,3567.0,46.6,0,0
165.75,24.7,3390.0,2857.0,1,290.0,838.5,1,2
63.88,60.76,1892.0,37.0,0,3286.0,50.0,1,0
26.98,40.7,14.0,343.0,0,1771.0,60.0,1,0
57.29,10.82,2038.0,2319.0,0,3257.0,28.4,1,1
152.32,22.48,3567.0,3427.0,1,383.0,442.9,0,2
75.55,24.56,892.0,1837.0,0,3666.0,38.1,1,1
137.44,21.35,2975.0,2734.0,1,79.0,607.9,0,2
145.86,16.96,3323.0,3169.0,1,288.0,618.5,1,2
84.79,26.83,1670.0,856.0,0,3199.0,5.4,0,1
196.08,10.66,3816.0,3299.0,1,349.0,410.8,1,2
51.23,44.69,2808.0,2988.0,0,3454.0,1.3,1,1
55.05,53.19,1924.0,1900.0,0,1070.0,76.4,1,1
23.85,54.82,150.0,306.0,0,1791.0,62.3,0,0
73.57,40.31,2293.0,1375.0,0,1876.0,69.3,1,1
130.15,30.41,4030.0,3679.0,1,359.0,305.2,1,2
98.26,11.46,3877.0,3993.0,1,333.0,648.3,0,2
27.86,51.19,152.0,58.0,0,2519.0,54.8,1,0
57.99,74.05,1349.0,70.0,0,2703.0,32.8,1,0
29.25,62.41,126.0,6.0,0,3139.0,70.5,0,0
115.25,7.35,3356.0,3737.0,1,305.0,377.8,0,2
103.75,28.75,4064.0,3267.0,1,177.0,708.5,0,2
67.46,34.33,958.0,1342.0,0,1574.0,6.0,0,1
19.44,39.65,235.0,155.0,0,3443.0,65.7,0,0
152.94,15.09,2846.0,3103.0,1,299.0,752.9,0,2
151.02,29.85,2913.0,2827.0,1,277.0,420.6,1,2
59.43,34.81,2561.0,2231.0,0,2706.0,25.1,0,1
91.73,20.49,3173.0,2265.0,0,3517.0,3.6,1,1
55.47,51.04,2244.0,1818.0,0,3522.0,42.4,0,1
137.0,31.37,3443.0,3434.0,1,246.0,752.2,1,2
29.56,86.51,1213.0,221.0,0,3327.0,59.6,1,0
88.3,27.95,2610.0,1697.0,0,2762.0,39.6,0,1
24.48,63.25,105.0,361.0,0,1645.0,24.5,1,0
80.69,15.27,1792.0,2329.0,0,2624.0,24.8,0,1
95.5,13.51,3062.0,3280.0,1,309.0,256.8,1,2
24.3,64.05,181.0,255.0,0,3783.0,59.6,1,0
18.6,44.23,273.0,127.0,0,2347.0,8.6,0,0
22.35,60.54,55.0,362.0,0,3666.0,30.6,0,0
90.93,17.4,2052.0,2868.0,0,3139.0,68.7,0,1
59.32,18.66,1966.0,2423.0,1,357.0,705.7,1,1
64.4,43.3,2530.0,2708.0,0,3624.0,0.3,0,1
40.46,63.8,1561.0,107.0,0,2372.0,12.6,1,0
59.66,63.28,904.0,119.0,0,1077.0,26.6,1,0
47.14,36.34,1162.0,1618.0,0,2450.0,3.0,1,1
81.05,50.3,2095.0,884.0,0,1957.0,79.9,1,1
19.23,60.57,189.0,30.0,0,2760.0,75.3,0,0
126.5,18.17,3888.0,3443.0,1,120.0,787.1,0,2
35.62,59.24,1448.0,59.0,0,2619.0,22.5,1,0
81.82,12.25,2775.0,2145.0,0,2762.0,3.9,0,1
92.65,42.26,2144.0,2859.0,0,1543.0,67.2,1,1
58.62,62.55,639.0,261.0,0,2401.0,71.7,1,0
60.95,30.34,1978.0,2764.0,1,156.0,311.3,1,1
189.85,18.59,3105.0,2989.0,1,66.0,239.0,0,2
123.28,20.28,3379.0,3982.0,1,107.0,329.9,0,2
55.23,45.11,1942.0,1751.0,0,2969.0,47.3,1,1
129.66,23.01,3188.0,3919.0,1,151.0,800.2,0,2
181.61,26.77,3160.0,2519.0,1,294.0,722.3,1,2
84.13,48.68,1502.0,883.0,0,3782.0,66.7,0,1
53.06,58.07,1442.0,192.0,0,2061.0,47.7,1,0
112.47,24.57,2968.0,2698.0,1,308.0,394.7,1,2
157.62,12.03,3454.0,3721.0,1,351.0,666.5,0,2
62.67,22.69,1705.0,1341.0,0,817.0,29.5,1,1
43.62,42.5,1902.0,1595.0,0,2027.0,9.7,0,1
22.37,41.46,197.0,362.0,0,3286.0,29.7,0,0
23.87,48.33,211.0,373.0,0,3562.0,56.2,1,0
48.43,57.94,1310.0,149.0,0,1513.0,25.4,1,0
31.87,66.79,717.0,24.0,0,2191.0,2.4,1,0
102.68,10.22,2970.0,3207.0,1,242.0,795.0,0,2
169.19,21.42,4022.0,2750.0,1,181.0,816.0,1,2
93.55,10.73,3760.0,3934.0,1,323.0,416.4,0,2
28.53,44.53,234.0,220.0,0,2993.0,33.1,0,0
50.15,35.37,2705.0,1709.0,0,2517.0,40.4,1,1
18.18,37.85,130.0,288.0,0,2444.0,41.4,1,0
53.46,24.46,2596.0,1565.0,0,2589.0,10.2,1,1
39.42,66.28,1454.0,447.0,0,3624.0,76.2,1,0
50.5,41.03,2557.0,2334.0,0,3106.0,10.2,0,1
22.53,42.38,130.0,393.0,0,3591.0,72.4,0,0
41.61,66.46,1854.0,291.0,0,819.0,32.9,1,0
42.89,65.28,1080.0,37.0,0,2598.0,8.3,1,0
70.78,36.1,1325.0,1587.0,0,2463.0,52.1,1,1
59.42,31.99,2388.0,1705.0,0,1222.0,15.5,0,1
23.69,55.36,0.0,70.0,0,1045.0,76.3,0,0
117.08,11.42,3722.0,2943.0,1,203.0,820.1,1,2
120.26,6.36,2946.0,2939.0,1,372.0,517.8,0,2
155.42,5.18,3970.0,2815.0,1,78.0,899.6,1,2
62.71,66.55,1295.0,446.0,0,2004.0,69.2,1,0
60.84,46.3,1637.0,1918.0,0,920.0,63.3,1,1
116.46,27.9,3155.0,3682.0,1,322.0,553.3,1,2
86.69,35.6,1882.0,1369.0,1,55.0,777.9,1,1
57.62,37.02,1855.0,1145.0,0,2266.0,9.9,1,1
81.34,36.06,3350.0,2659.0,0,2129.0,12.3,1,1
35.94,79.74,1849.0,24.0,0,3219.0,16.3,1,0
74.32,19.48,3361.0,2496.0,1,299.0,583.9,1,1
36.75,68.6,1273.0,375.0,0,3426.0,65.4,1,0
49.62,68.1,2078.0,355.0,0,2049.0,56.4,1,0
73.84,44.42,1580.0,2027.0,0,2308.0,8.0,0,1
198.45,20.79,4019.0,2684.0,1,358.0,235.7,1,2
126.57,26.45,3196.0,2881.0,1,369.0,775.8,1,2
22.61,41.16,114.0,289.0,0,3201.0,66.5,0,0
29.49,51.53,228.0,4.0,0,1939.0,44.3,0,0
127.35,24.28,3210.0,2597.0,1,70.0,275.3,0,2
156.41,6.6,3777.0,3086.0,1,53.0,677.0,1,2
28.25,35.79,219.0,156.0,0,2613.0,2.6,1,0
32.07,60.25,993.0,450.0,0,3614.0,63.1,1,0
46.95,60.13,2168.0,132.0,0,2935.0,44.6,1,0
43.18,33.43,2400.0,1492.0,1,358.0,270.7,1,1
28.09,35.17,101.0,148.0,0,1004.0,33.3,1,0
31.74,62.32,610.0,471.0,0,2068.0,70.8,1,0
56.04,75.31,1807.0,324.0,0,2331.0,46.5,1,0
20.79,50.85,220.0,34.0,0,2839.0,23.7,1,0
72.48,30.53,1800.0,1091.0,1,100.0,803.1,0,1
50.03,72.62,1362.0,76.0,0,3388.0,68.8,1,0
75.3,33.48,2139.0,1780.0,0,3412.0,14.1,0,1
194.94,28.01,3478.0,3459.0,1,313.0,418.0,1,2
188.11,12.62,3927.0,3145.0,1,147.0,774.4,1,2
174.02,5.59,3153.0,3425.0,1,181.0,838.6,0,2
21.32,41.24,75.0,187.0,0,1312.0,70.3,1,0
50.96,75.22,1907.0,243.0,0,2479.0,4.1,1,0
30.55,89.85,1571.0,465.0,0,2462.0,25.3,1,0
22.3,51.42,285.0,134.0,0,1070.0,45.7,1,0
61.77,22.56,1055.0,1279.0,1,130.0,750.2,0,1
57.47,89.16,1816.0,342.0,0,3425.0,74.3,1,0
96.26,27.23,2572.0,2591.0,1,146.0,829.6,1,1
49.64,47.78,2131.0,1579.0,0,2407.0,27.8,0,1
139.63,8.57,3132.0,3790.0,1,196.0,210.6,0,2
66.21,37.29,1448.0,1094.0,0,2744.0,34.7,1,1
20.89,41.01,262.0,328.0,0,1064.0,24.3,0,0
29.17,86.67,1949.0,226.0,0,1357.0,57.2,1,0
52.66,89.69,1191.0,274.0,0,1683.0,13.5,1,0
34.01,78.74,1618.0,114.0,0,3125.0,36.9,1,0
33.18,79.24,1834.0,359.0,0,1573.0,15.8,1,0
56.02,66.8,1291.0,359.0,0,3641.0,54.7,1,0
60.49,21.3,3204.0,1523.0,0,1590.0,61.4,0,1
58.68,72.39,1721.0,89.0,0,2035.0,38.0,1,0
84.0,21.98,3048.0,1911.0,0,3339.0,41.7,0,1
185.12,34.85,3204.0,3616.0,1,282.0,401.5,0,2
37.31,89.75,1962.0,201.0,0,992.0,40.7,1,0
135.36,23.54,3547.0,2854.0,1,103.0,631.5,1,2
26.92,50.27,167.0,353.0,0,1260.0,9.3,0,0
44.92,40.35,1309.0,839.0,0,3189.0,33.8,0,1
18.94,39.03,153.0,243.0,0,1637.0,35.3,1,0
61.05,59.01,1194.0,302.0,0,1715.0,73.2,1,0
54.58,42.95,3187.0,1837.0,0,961.0,0.5,0,1
22.49,37.62,64.0,231.0,0,1031.0,76.4,0,0
142.86,30.36,3008.0,3224.0,1,128.0,656.4,0,2
42.49,23.59,947.0,1923.0,0,3191.0,65.6,1,1
141.57,9.64,2991.0,3716.0,1,333.0,481.0,1,2
27.41,60.06,254.0,283.0,0,2778.0,64.3,0,0
47.08,61.9,1174.0,395.0,0,3651.0,34.4,1,0
29.74,48.59,33.0,179.0,0,1855.0,35.0,0,0
63.87,23.73,3385.0,2781.0,0,839.0,22.7,0,1
51.95,54.78,1667.0,929.0,1,107.0,550.4,0,1
74.93,24.89,2258.0,1569.0,0,2979.0,20.1,0,1
71.97,12.49,2068.0,2366.0,0,1113.0,23.2,0,1
31.28,71.43,1469.0,272.0,0,1426.0,75.1,1,0
123.95,5.92,3386.0,3879.0,1,58.0,488.3,0,2
18.97,52.18,160.0,106.0,0,3050.0,36.5,0,0
119.03,28.74,3181.0,2591.0,1,318.0,764.9,1,2
79.01,27.29,2590.0,2304.0,0,2301.0,14.1,1,1
88.04,32.33,2920.0,2816.0,0,2088.0,21.3,1,1
50.58,33.07,3453.0,2864.0,0,874.0,40.2,0,1
23.09,39.32,38.0,157.0,0,3260.0,42.5,0,0
22.93,42.42,209.0,43.0,0,816.0,19.9,1,0
70.02,44.2,3107.0,2066.0,0,3460.0,2.6,1,1
39.64,82.12,1333.0,33.0,0,1612.0,9.9,1,0
71.47,35.1,1863.0,1177.0,0,2790.0,47.0,1,1
30.47,74.04,782.0,347.0,0,2057.0,8.4,1,0
25.98,56.48,198.0,113.0,0,2978.0,38.2,0,0
91.78,29.68,3106.0,1814.0,1,93.0,681.7,0,1
72.1,36.18,2302.0,1308.0,0,2999.0,43.2,1,1
111.68,22.86,3621.0,2959.0,1,282.0,421.9,1,2
95.6,19.49,3392.0,2831.0,1,399.0,829.0,0,2
64.87,55.99,655.0,190.0,0,3590.0,21.0,1,0
77.62,39.08,2285.0,1120.0,1,330.0,880.2,1,1
48.88,65.25,1772.0,320.0,0,3572.0,16.3,1,0
197.42,31.27,3142.0,3323.0,1,213.0,200.8,1,2
109.47,10.5,2346.0,1545.0,0,2925.0,73.2,1,1
55.25,71.28,2022.0,344.0,0,2808.0,7.5,1,0
84.41,40.42,2642.0,1911.0,0,3158.0,21.0,1,1
59.97,23.15,2253.0,2175.0,1,280.0,650.5,1,1
120.06,32.6,3032.0,2542.0,1,336.0,370.7,1,2
69.21,50.78,2254.0,1270.0,0,3268.0,70.9,1,1
150.8,29.44,3225.0,3947.0,1,195.0,785.8,0,2
21.21,38.39,154.0,392.0,0,1843.0,25.7,1,0
194.31,28.13,3786.0,2545.0,1,386.0,723.2,1,2
69.83,47.74,1773.0,1860.0,0,2855.0,13.4,0,1
31.9,62.46,662.0,315.0,0,3469.0,38.4,1,0
78.48,37.29,836.0,804.0,1,186.0,391.5,1,1
38.85,55.86,1691.0,140.0,0,3369.0,64.2,1,0
20.49,39.51,172.0,214.0,0,2815.0,57.6,1,0
29.6,41.19,208.0,362.0,0,2842.0,20.9,0,0
29.58,44.21,170.0,84.0,0,3683.0,69.4,1,0
165.67,23.91,3522.0,3013.0,1,317.0,632.1,0,2
20.63,55.68,259.0,257.0,0,1364.0,18.1,1,0
40.9,51.58,2497.0,1236.0,0,2972.0,32.2,1,1
18.38,42.32,150.0,100.0,0,3435.0,36.5,0,0
94.15,31.52,3290.0,2616.0,0,2993.0,6.6,1,1
19.36,45.18,143.0,229.0,0,1641.0,46.8,0,0
20.67,41.39,78.0,15.0,0,2455.0,79.1,0,0
18.31,49.89,27.0,278.0,0,1114.0,46.9,0,0
52.52,85.04,1784.0,492.0,0,2430.0,14.8,1,0
23.15,58.16,69.0,350.0,0,3699.0,29.6,0,0
22.85,59.59,165.0,7.0,0,1497.0,73.9,0,0
61.28,70.88,1267.0,124.0,0,1630.0,45.2,1,0
26.81,47.15,97.0,153.0,0,983.0,46.9,0,0
163.14,34.27,3624.0,2782.0,1,84.0,504.2,1,2
131.71,18.62,2818.0,2786.0,1,244.0,417.5,0,2
89.08,37.69,1697.0,1173.0,0,1418.0,6.4,0,1
162.31,6.35,3031.0,2817.0,1,142.0,401.7,1,2
69.8,32.52,2463.0,2436.0,0,2665.0,23.6,1,1
60.25,63.94,2005.0,119.0,0,3007.0,68.0,1,0
144.82,23.67,2982.0,3112.0,1,363.0,678.2,1,2
59.86,61.76,1469.0,65.0,0,1257.0,42.5,1,0
121.97,31.68,2878.0,3655.0,1,83.0,225.4,1,2
61.8,83.08,1592.0,338.0,0,1768.0,40.5,1,0
108.18,8.28,3028.0,3332.0,1,350.0,658.2,0,2
64.63,42.79,1171.0,1963.0,0,3667.0,3.1,1,1
40.38,71.34,763.0,466.0,0,1306.0,72.7,1,0
108.82,13.35,2870.0,2964.0,1,331.0,341.5,1,2
91.14,41.6,2127.0,2425.0,0,3132.0,50.3,1,1
44.69,60.39,1281.0,262.0,0,1950.0,51.0,1,0
48.38,63.76,1707.0,267.0,0,1509.0,4.5,1,0
49.11,88.83,1517.0,377.0,0,1619.0,73.0,1,0
75.74,35.5,1983.0,1532.0,1,153.0,260.8,1,1
64.43,51.45,2279.0,1165.0,0,3372.0,16.0,1,1
22.26,55.22,71.0,94.0,0,2047.0,38.5,1,0
94.0,16.99,3486.0,2965.0,1,249.0,391.5,0,2
134.19,24.72,3955.0,3715.0,1,85.0,778.6,0,2
88.17,23.53,957.0,1812.0,1,154.0,684.0,0,1
164.05,23.65,3989.0,4063.0,1,238.0,891.4,0,2
23.39,47.95,221.0,297.0,0,2610.0,64.3,1,0
84.29,35.63,1686.0,1506.0,0,2531.0,74.8,0,1
21.88,55.36,133.0,322.0,0,2767.0,6.9,1,0
59.55,71.95,1618.0,404.0,0,883.0,60.2,1,0
183.67,26.13,3355.0,3971.0,1,330.0,534.8,1,2
23.82,61.0,144.0,328.0,0,2079.0,20.3,1,0
22.44,53.06,257.0,397.0,0,1507.0,39.5,1,0
40.22,67.5,1402.0,27.0,0,2391.0,6.3,1,0
44.0,45.63,1555.0,1514.0,0,2433.0,17.4,1,1
177.83,17.75,3882.0,3588.0,1,366.0,689.4,1,2
167.45,18.93,4070.0,2591.0,1,187.0,294.8,0,2
20.97,63.86,0.0,143.0,0,821.0,14.8,0,0
72.68,33.99,1464.0,1356.0,1,326.0,770.9,0,1
161.73,21.22,3425.0,3122.0,1,295.0,856.6,0,2
99.29,30.23,1751.0,2746.0,0,1061.0,22.1,0,1
87.03,41.68,2216.0,1436.0,0,1114.0,34.8,0,1
79.24,48.15,1255.0,1421.0,0,1689.0,73.4,0,1
51.57,69.12,1011.0,247.0,0,2463.0,41.3,1,0
26.27,37.58,225.0,301.0,0,2918.0,60.9,1,0
50.07,32.92,1487.0,946.0,0,3380.0,30.9,0,1
83.76,41.87,1751.0,2380.0,0,1280.0,15.1,0,1
